Title,Summary,Published,Category
Unleashing the Power of T1-cells in SFQ Arithmetic Circuits,"  Rapid single-flux quantum (RSFQ), a leading cryogenic superconductive
electronics (SCE) technology, offers extremely low power dissipation and high
speed. However, implementing RSFQ systems at VLSI complexity faces challenges,
such as substantial area overhead from gate-level pipelining and path
balancing, exacerbated by RSFQ's limited layout density. T1 flip-flop (T1-FF)
is an RSFQ logic cell operating as a pulse counter. Using T1-FF the full adder
function can be realized with only 40% of the area required by the conventional
realization. This cell however imposes complex constraints on input signal
timing, complicating its use. Multiphase clocking has been recently proposed to
alleviate gate-level pipelining overhead. The fanin signals can be efficiently
controlled using multiphase clocking. We present the novel two-stage SFQ
technology mapping methodology supporting the T1-FF. Compatible parts of the
SFQ network are first replaced by the efficient T1-FFs. Multiphase retiming is
next applied to assign clock phases to each logic gate and insert DFFs to
satisfy the input timing. Using our flow, the area of the SFQ networks is
reduced, on average, by 6% with up to 25% reduction in optimizing the 128-bit
adder.
",2024-03-09 12:38:35+00:00,cs.ET
Towards Multiphase Clocking in Single-Flux Quantum Systems,"  Rapid single-flux quantum (RSFQ) is one of the most advanced superconductive
electronics technologies. SFQ systems operate at tens of gigahertz with up to
three orders of magnitude smaller power as compared to CMOS. In conventional
SFQ systems, most gates require clock signal. Each gate should have the fanins
with equal logic depth, necessitating insertion of path-balancing (PB) DFFs,
incurring prohibitive area penalty. Multiphase clocking is the effective method
for reducing the path-balancing overhead at the cost of reduced throughput.
However, existing tools are not directly applicable for technology mapping of
multiphase systems. To overcome this limitation, in this work, we propose a
technology mapping tool for multiphase systems. Our contribution is threefold.
First, we formulate a phase assignment as a Constraint Programming with
Satisfiability (CP-SAT) problem, to determine the phase of each element within
the network. Second, we formulate the path balancing problem as a CP-SAT to
optimize the number of DFFs within an asynchronous datapath. Finally, we
integrate these methods into a technology mapping flow to convert a logic
network into a multiphase SFQ circuit. In our case studies, by using seven
phases, the size of the circuit (expressed as the number of Josephson
junctions) is reduced, on average, by 59.94 % as compared to the dual
(fast-slow) clocking method, while outperforming the state-of-the-art
single-phase SFQ mapping tools.
",2024-03-09 11:34:25+00:00,cs.ET
Using Fiber Optic Bundles to Miniaturize Vision-Based Tactile Sensors,"  Vision-based tactile sensors have recently become popular due to their
combination of low cost, very high spatial resolution, and ease of integration
using widely available miniature cameras. The associated field of view and
focal length, however, are difficult to package in a human-sized finger. In
this paper we employ optical fiber bundles to achieve a form factor that, at 15
mm diameter, is smaller than an average human fingertip. The electronics and
camera are also located remotely, further reducing package size. The sensor
achieves a spatial resolution of 0.22 mm and a minimum force resolution 5 mN
for normal and shear contact forces. With these attributes, the DIGIT Pinki
sensor is suitable for applications such as robotic and teleoperated digital
palpation. We demonstrate its utility for palpation of the prostate gland and
show that it can achieve clinically relevant discrimination of prostate
stiffness for phantom and ex vivo tissue.
",2024-03-08 18:17:56+00:00,cs.RO
"An in-Contact Robotic System for the Process of Desoldering PCB
  Components","  The disposal and recycling of electronic waste (e-waste) is a global
challenge. The disassembly of components is a crucial step towards an efficient
recycling process, avoiding the destructive methods. Although most disassembly
work is still done manually due to the diversity and complexity of components,
there is a growing interest in developing automated methods to improve
efficiency and reduce labor costs. This study aims to robotize the desoldering
process and extracting components from printed circuit boards (PCBs), with the
goal of automating the process as much as possible. The proposed strategy
consists of several phases, including the controlled contact of the robotic
tool with the PCB components. A specific tool was developed to apply a
controlled force against the PCB component, removing it from the board. The
results demonstrate that it is feasible to remove the PCB components with a
high success rate (approximately 100% for the bigger PCB components).
",2024-03-08 13:38:17+00:00,cs.RO
"Motion-Guided Dual-Camera Tracker for Low-Cost Skill Evaluation of
  Gastric Endoscopy","  Gastric simulators with objective educational feedback have been proven
useful for endoscopy training. Existing electronic simulators with feedback are
however not commonly adopted due to their high cost. In this work, a
motion-guided dual-camera tracker is proposed to provide reliable endoscope tip
position feedback at a low cost inside a mechanical simulator for endoscopy
skill evaluation, tackling several unique challenges. To address the issue of
significant appearance variation of the endoscope tip while keeping dual-camera
tracking consistency, the cross-camera mutual template strategy (CMT) is
proposed to introduce dynamic transient mutual templates to dual-camera
tracking. To alleviate disturbance from large occlusion and distortion by the
light source from the endoscope tip, the Mamba-based motion-guided prediction
head (MMH) is presented to aggregate historical motion with visual tracking. It
is the first application of Mamba for object tracking. The proposed tracker was
evaluated on datasets captured by low-cost camera pairs during endoscopy
procedures performed inside the mechanical simulator. The tracker achieves SOTA
performance with robust and consistent tracking on dual cameras. Further
downstream evaluation proves that the 3D tip position determined by the
proposed tracker enables reliable skill differentiation. The code and dataset
are available at https://github.com/PieceZhang/MotionDCTrack
",2024-03-08 08:31:46+00:00,cs.CV
CARISMA: CAR-Integrated Service Mesh Architecture,"  The amount of software in modern cars is increasing continuously with
traditional electric/electronic (E/E) architectures reaching their limit when
deploying complex applications, e.g., regarding bandwidth or computational
power. To mitigate this situation, more powerful computing platforms are being
employed and applications are developed as distributed applications, e.g.,
involving microservices. Microservices received widespread adoption and changed
the way modern applications are developed. However, they also introduce
additional complexity regarding inter-service communication. This has led to
the emergence of service meshes, a promising approach to cope with this
complexity. In this paper, we present an architecture applying the service mesh
approach to automotive E/E platforms comprising multiple interlinked
High-Performance Computers (HPCs). We validate the feasibility of our approach
through a prototypical implementation.
",2024-03-07 10:10:34+00:00,cs.DC
"MKF-ADS: Multi-Knowledge Fusion Based Self-supervised Anomaly Detection
  System for Control Area Network","  Control Area Network (CAN) is an essential communication protocol that
interacts between Electronic Control Units (ECUs) in the vehicular network.
However, CAN is facing stringent security challenges due to innate security
risks. Intrusion detection systems (IDSs) are a crucial safety component in
remediating Vehicular Electronics and Systems vulnerabilities. However,
existing IDSs fail to identify complexity attacks and have higher false alarms
owing to capability bottleneck. In this paper, we propose a self-supervised
multi-knowledge fused anomaly detection model, called MKF-ADS. Specifically,
the method designs an integration framework, including spatial-temporal
correlation with an attention mechanism (STcAM) module and patch
sparse-transformer module (PatchST). The STcAM with fine-pruning uses
one-dimensional convolution (Conv1D) to extract spatial features and
subsequently utilizes the Bidirectional Long Short Term Memory (Bi-LSTM) to
extract the temporal features, where the attention mechanism will focus on the
important time steps. Meanwhile, the PatchST captures the combined contextual
features from independent univariate time series. Finally, the proposed method
is based on knowledge distillation to STcAM as a student model for learning
intrinsic knowledge and cross the ability to mimic PatchST. We conduct
extensive experiments on six simulation attack scenarios across various CAN IDs
and time steps, and two real attack scenarios, which present a competitive
prediction and detection performance. Compared with the baseline in the same
paradigm, the error rate and FAR are 2.62\% and 2.41\% and achieve a promising
F1-score of 97.3\%.
",2024-03-07 07:40:53+00:00,cs.AI
Advancing Biomedical Text Mining with Community Challenges,"  The field of biomedical research has witnessed a significant increase in the
accumulation of vast amounts of textual data from various sources such as
scientific literatures, electronic health records, clinical trial reports, and
social media. However, manually processing and analyzing these extensive and
complex resources is time-consuming and inefficient. To address this challenge,
biomedical text mining, also known as biomedical natural language processing,
has garnered great attention. Community challenge evaluation competitions have
played an important role in promoting technology innovation and
interdisciplinary collaboration in biomedical text mining research. These
challenges provide platforms for researchers to develop state-of-the-art
solutions for data mining and information processing in biomedical research. In
this article, we review the recent advances in community challenges specific to
Chinese biomedical text mining. Firstly, we collect the information of these
evaluation tasks, such as data sources and task types. Secondly, we conduct
systematic summary and comparative analysis, including named entity
recognition, entity normalization, attribute extraction, relation extraction,
event extraction, text classification, text similarity, knowledge graph
construction, question answering, text generation, and large language model
evaluation. Then, we summarize the potential clinical applications of these
community challenge tasks from translational informatics perspective. Finally,
we discuss the contributions and limitations of these community challenges,
while highlighting future directions in the era of large language models.
",2024-03-07 06:52:51+00:00,cs.AI
"Silicon Photonic 2.5D Interposer Networks for Overcoming Communication
  Bottlenecks in Scale-out Machine Learning Hardware Accelerators","  Modern machine learning (ML) applications are becoming increasingly complex
and monolithic (single chip) accelerator architectures cannot keep up with
their energy efficiency and throughput demands. Even though modern digital
electronic accelerators are gradually adopting 2.5D architectures with multiple
smaller chiplets to improve scalability, they face fundamental limitations due
to a reliance on slow metallic interconnects. This paper outlines how optical
communication and computation can be leveraged in 2.5D platforms to realize
energy-efficient and high throughput 2.5D ML accelerator architectures.
",2024-03-07 03:38:35+00:00,cs.AR
"Automated Multi-Task Learning for Joint Disease Prediction on Electronic
  Health Records","  In the realm of big data and digital healthcare, Electronic Health Records
(EHR) have become a rich source of information with the potential to improve
patient care and medical research. In recent years, machine learning models
have proliferated for analyzing EHR data to predict patients future health
conditions. Among them, some studies advocate for multi-task learning (MTL) to
jointly predict multiple target diseases for improving the prediction
performance over single task learning. Nevertheless, current MTL frameworks for
EHR data have significant limitations due to their heavy reliance on human
experts to identify task groups for joint training and design model
architectures. To reduce human intervention and improve the framework design,
we propose an automated approach named AutoDP, which can search for the optimal
configuration of task grouping and architectures simultaneously. To tackle the
vast joint search space encompassing task combinations and architectures, we
employ surrogate model-based optimization, enabling us to efficiently discover
the optimal solution. Experimental results on real-world EHR data demonstrate
the efficacy of the proposed AutoDP framework. It achieves significant
performance improvements over both hand-crafted and automated state-of-the-art
methods, also maintains a feasible search cost at the same time.
",2024-03-06 22:32:48+00:00,cs.LG
"Temporal Cross-Attention for Dynamic Embedding and Tokenization of
  Multimodal Electronic Health Records","  The breadth, scale, and temporal granularity of modern electronic health
records (EHR) systems offers great potential for estimating personalized and
contextual patient health trajectories using sequential deep learning. However,
learning useful representations of EHR data is challenging due to its high
dimensionality, sparsity, multimodality, irregular and variable-specific
recording frequency, and timestamp duplication when multiple measurements are
recorded simultaneously. Although recent efforts to fuse structured EHR and
unstructured clinical notes suggest the potential for more accurate prediction
of clinical outcomes, less focus has been placed on EHR embedding approaches
that directly address temporal EHR challenges by learning time-aware
representations from multimodal patient time series. In this paper, we
introduce a dynamic embedding and tokenization framework for precise
representation of multimodal clinical time series that combines novel methods
for encoding time and sequential position with temporal cross-attention. Our
embedding and tokenization framework, when integrated into a multitask
transformer classifier with sliding window attention, outperformed baseline
approaches on the exemplar task of predicting the occurrence of nine
postoperative complications of more than 120,000 major inpatient surgeries
using multimodal data from three hospitals and two academic health centers in
the United States.
",2024-03-06 19:46:44+00:00,cs.LG
"Eternal Sunshine of the Mechanical Mind: The Irreconcilability of
  Machine Learning and the Right to be Forgotten","  As we keep rapidly advancing toward an era where artificial intelligence is a
constant and normative experience for most of us, we must also be aware of what
this vision and this progress entail. By first approximating neural connections
and activities in computer circuits and then creating more and more
sophisticated versions of this crude approximation, we are now facing an age to
come where modern deep learning-based artificial intelligence systems can
rightly be called thinking machines, and they are sometimes even lauded for
their emergent behavior and black-box approaches. But as we create more
powerful electronic brains, with billions of neural connections and parameters,
can we guarantee that these mammoths built of artificial neurons will be able
to forget the data that we store in them? If they are at some level like a
brain, can the right to be forgotten still be protected while dealing with
these AIs? The essential gap between machine learning and the RTBF is explored
in this article, with a premonition of far-reaching conclusions if the gap is
not bridged or reconciled any time soon. The core argument is that deep
learning models, due to their structure and size, cannot be expected to forget
or delete a data as it would be expected from a tabular database, and they
should be treated more like a mechanical brain, albeit still in development.
",2024-03-06 13:23:57+00:00,cs.GL
"IB-Net: Initial Branch Network for Variable Decision in Boolean
  Satisfiability","  Boolean Satisfiability problems are vital components in Electronic Design
Automation, particularly within the Logic Equivalence Checking process.
Currently, SAT solvers are employed for these problems and neural network is
tried as assistance to solvers. However, as SAT problems in the LEC context are
distinctive due to their predominantly unsatisfiability nature and a
substantial proportion of UNSAT-core variables, existing neural network
assistance has proven unsuccessful in this specialized domain. To tackle this
challenge, we propose IB-Net, an innovative framework utilizing graph neural
networks and novel graph encoding techniques to model unsatisfiable problems
and interact with state-of-the-art solvers. Extensive evaluations across
solvers and datasets demonstrate IB-Net's acceleration, achieving an average
runtime speedup of 5.0% on industrial data and 8.3% on SAT competition data
empirically. This breakthrough advances efficient solving in LEC workflows.
",2024-03-06 07:54:40+00:00,cs.AI
"Software-defined optical networking applications enabled by programmable
  integrated photonics","  Data center networks are experiencing unprecedented exponential growth,
mostly driven by the continuous computing demands in machine learning and
artificial intelligence algorithms. Within this realm, optical networking
offers numerous advantages, including low latency, energy efficiency, and
bandwidth transparency, positioning it as a compelling alternative to its
electronic counterparts. In this work, we showcase a range of software-defined
optical networking applications deployed on a general-purpose programmable
integrated photonic processor. Leveraging graph-based theory, we experimentally
demonstrate dynamic optical interconnects, circuit switching, and multicasting
on the same photonic platform, yielding remarkable results in terms of
crosstalk and reconfiguration speed. Our approach harnesses the benefits of
reconfigurability and reliability, paving the way for a new generation of
high-performance optical devices tailored for data center and computing
clusters.
",2024-03-04 21:13:32+00:00,cs.NI
"A Novel Hybrid Feature Importance and Feature Interaction Detection
  Framework for Predictive Optimization in Industry 4.0 Applications","  Advanced machine learning algorithms are increasingly utilized to provide
data-based prediction and decision-making support in Industry 4.0. However, the
prediction accuracy achieved by the existing models is insufficient to warrant
practical implementation in real-world applications. This is because not all
features present in real-world datasets possess a direct relevance to the
predictive analysis being conducted. Consequently, the careful incorporation of
select features has the potential to yield a substantial positive impact on the
outcome. To address the research gap, this paper proposes a novel hybrid
framework that combines the feature importance detector - local interpretable
model-agnostic explanations (LIME) and the feature interaction detector -
neural interaction detection (NID), to improve prediction accuracy. By applying
the proposed framework, unnecessary features can be eliminated, and
interactions are encoded to generate a more conducive dataset for predictive
purposes. Subsequently, the proposed model is deployed to refine the prediction
of electricity consumption in foundry processing. The experimental outcomes
reveal an augmentation of up to 9.56% in the R2 score, and a diminution of up
to 24.05% in the root mean square error.
",2024-03-04 13:22:53+00:00,cs.LG
DECOR: Enhancing Logic Locking Against Machine Learning-Based Attacks,"  Logic locking (LL) has gained attention as a promising intellectual property
protection measure for integrated circuits. However, recent attacks,
facilitated by machine learning (ML), have shown the potential to predict the
correct key in multiple LL schemes by exploiting the correlation of the correct
key value with the circuit structure. This paper presents a generic LL
enhancement method based on a randomized algorithm that can significantly
decrease the correlation between locked circuit netlist and correct key values
in an LL scheme. Numerical results show that the proposed method can
efficiently degrade the accuracy of state-of-the-art ML-based attacks down to
around 50%, resulting in negligible advantage versus random guessing.
",2024-03-04 07:31:23+00:00,cs.CR
"OSM: Leveraging Model Checking for Observing Dynamic 1 behaviors in
  Aspect-Oriented Applications","  In the intricate domain of software systems verification, dynamically model
checking multifaceted system characteristics remains paramount, yet
challenging. This research proposes the advanced observe-based statistical
model-checking (OSM) framework, devised to craft executable formal models
directly from foundational system code. Leveraging model checking predicates,
the framework melds seamlessly with aspect-oriented programming paradigms,
yielding a potent method for the analytical verification of varied behavioral
attributes. Exploiting the transformative capacity of OSM framework, primary
system code undergoes a systematic metamorphosis into multifaceted analysis
constructs. This not only simplifies the model verification process but also
orchestrates feature interactions using an innovative observing join point
abstraction mechanism. Within this framework, components encompassing parsing,
formal verification, computational analytics, and rigorous validation are
intrinsically interwoven. Marrying the principles of model checking with
aspect-oriented (AO) modularization, OSM framework stands as a paragon,
proficiently scrutinizing and affirming system specifications. This ensures the
unyielding performance of electronic health record systems amidst shifting
preconditions. OSM framework offers runtime verification of both
object-oriented and AO deployments, positioning itself as an indispensable
open-source resource, poised to automate the enhancement of system performance
and scalability.
",2024-03-03 00:03:34+00:00,cs.SE
"The Repercussions of the COVID-19 Pandemic on Higher Education and its
  implications for Syrian Refugees Students (An Analytical Descriptive Study)","  This study aims to reveal the most important challenges and difficulties that
refugee students faced in Jordanian universities (e.g., Yarmouk University, AL
Al-Bayt, and the Private Zarqa University) due to the COVID-19 pandemic through
measuring a different of indicators that are related, in addition, to identify
some of the independent variables on e-educational challenges. In the study,
the analytical description approach was used. The data collection tool is a
questionnaire, which was distributed to a random sample of students
electronically. Results show that the necessity to implement educational and
psychological counseling programs and economic support programs to support the
e-Learning costs. The study confirmed that refugees are the most affected
students with the pandemic compared to the host community.
  Keywords: Syrian refugees, COVID-19, e-learning
",2024-03-02 23:58:33+00:00,cs.SI
"Large Language Multimodal Models for 5-Year Chronic Disease Cohort
  Prediction Using EHR Data","  Chronic diseases such as diabetes are the leading causes of morbidity and
mortality worldwide. Numerous research studies have been attempted with various
deep learning models in diagnosis. However, most previous studies had certain
limitations, including using publicly available datasets (e.g. MIMIC), and
imbalanced data. In this study, we collected five-year electronic health
records (EHRs) from the Taiwan hospital database, including 1,420,596 clinical
notes, 387,392 laboratory test results, and more than 1,505 laboratory test
items, focusing on research pre-training large language models. We proposed a
novel Large Language Multimodal Models (LLMMs) framework incorporating
multimodal data from clinical notes and laboratory test results for the
prediction of chronic disease risk. Our method combined a text embedding
encoder and multi-head attention layer to learn laboratory test values,
utilizing a deep neural network (DNN) module to merge blood features with
chronic disease semantics into a latent space. In our experiments, we observe
that clinicalBERT and PubMed-BERT, when combined with attention fusion, can
achieve an accuracy of 73% in multiclass chronic diseases and diabetes
prediction. By transforming laboratory test values into textual descriptions
and employing the Flan T-5 model, we achieved a 76% Area Under the ROC Curve
(AUROC), demonstrating the effectiveness of leveraging numerical text data for
training and inference in language models. This approach significantly improves
the accuracy of early-stage diabetes prediction.
",2024-03-02 22:33:17+00:00,cs.CL
"Less is More: Hop-Wise Graph Attention for Scalable and Generalizable
  Learning on Circuits","  While graph neural networks (GNNs) have gained popularity for learning
circuit representations in various electronic design automation (EDA) tasks,
they face challenges in scalability when applied to large graphs and exhibit
limited generalizability to new designs. These limitations make them less
practical for addressing large-scale, complex circuit problems. In this work we
propose HOGA, a novel attention-based model for learning circuit
representations in a scalable and generalizable manner. HOGA first computes
hop-wise features per node prior to model training. Subsequently, the hop-wise
features are solely used to produce node representations through a gated
self-attention module, which adaptively learns important features among
different hops without involving the graph topology. As a result, HOGA is
adaptive to various structures across different circuits and can be efficiently
trained in a distributed manner. To demonstrate the efficacy of HOGA, we
consider two representative EDA tasks: quality of results (QoR) prediction and
functional reasoning. Our experimental results indicate that (1) HOGA reduces
estimation error over conventional GNNs by 46.76% for predicting QoR after
logic synthesis; (2) HOGA improves 10.0% reasoning accuracy over GNNs for
identifying functional blocks on unseen gate-level netlists after complex
technology mapping; (3) The training time for HOGA almost linearly decreases
with an increase in computing resources.
",2024-03-02 21:33:23+00:00,cs.LG
"On Robustness and Generalization of ML-Based Congestion Predictors to
  Valid and Imperceptible Perturbations","  There is substantial interest in the use of machine learning (ML)-based
techniques throughout the electronic computer-aided design (CAD) flow,
particularly methods based on deep learning. However, while deep learning
methods have achieved state-of-the-art performance in several applications,
recent work has demonstrated that neural networks are generally vulnerable to
small, carefully chosen perturbations of their input (e.g. a single pixel
change in an image). In this work, we investigate robustness in the context of
ML-based EDA tools -- particularly for congestion prediction. As far as we are
aware, we are the first to explore this concept in the context of ML-based EDA.
  We first describe a novel notion of imperceptibility designed specifically
for VLSI layout problems defined on netlists and cell placements. Our
definition of imperceptibility is characterized by a guarantee that a
perturbation to a layout will not alter its global routing. We then demonstrate
that state-of-the-art CNN and GNN-based congestion models exhibit brittleness
to imperceptible perturbations. Namely, we show that when a small number of
cells (e.g. 1%-5% of cells) have their positions shifted such that a measure of
global congestion is guaranteed to remain unaffected (e.g. 1% of the design
adversarially shifted by 0.001% of the layout space results in a predicted
decrease in congestion of up to 90%, while no change in congestion is implied
by the perturbation). In other words, the quality of a predictor can be made
arbitrarily poor (i.e. can be made to predict that a design is
""congestion-free"") for an arbitrary input layout. Next, we describe a simple
technique to train predictors that improves robustness to these perturbations.
Our work indicates that CAD engineers should be cautious when integrating
neural network-based mechanisms in EDA flows to ensure robust and high-quality
results.
",2024-02-29 20:11:47+00:00,cs.LG
An All-Optical General-Purpose CPU and Optical Computer Architecture,"  Energy efficiency of electronic digital processors is primarily limited by
the energy consumption of electronic communication and interconnects. The
industry is almost unanimously pushing towards replacing both long-haul, as
well as local chip interconnects, using optics to drastically increase
efficiency. In this paper, we explore what comes after the successful migration
to optical interconnects, as with this inefficiency solved, the main source of
energy consumption will be electronic digital computing, memory and
electro-optical conversion. Our approach attempts to address all these issues
by introducing efficient all-optical digital computing and memory, which in
turn eliminates the need for electro-optical conversions. Here, we demonstrate
for the first time a scheme to enable general purpose digital data processing
in an integrated form and present our photonic integrated circuit (PIC)
implementation. For this demonstration we implemented a URISC architecture
capable of running any classical piece of software all-optically and present a
comprehensive architectural framework for all-optical computing to go beyond.
",2024-02-29 15:49:25+00:00,cs.ET
"Always be Pre-Training: Representation Learning for Network Intrusion
  Detection with GNNs","  Graph neural network-based network intrusion detection systems have recently
demonstrated state-of-the-art performance on benchmark datasets. Nevertheless,
these methods suffer from a reliance on target encoding for data
pre-processing, limiting widespread adoption due to the associated need for
annotated labels--a cost-prohibitive requirement. In this work, we propose a
solution involving in-context pre-training and the utilization of dense
representations for categorical features to jointly overcome the
label-dependency limitation. Our approach exhibits remarkable data efficiency,
achieving over 98% of the performance of the supervised state-of-the-art with
less than 4% labeled data on the NF-UQ-NIDS-V2 dataset.
",2024-02-29 09:40:07+00:00,cs.CR
"Can GPT Improve the State of Prior Authorization via Guideline Based
  Automated Question Answering?","  Health insurance companies have a defined process called prior authorization
(PA) which is a health plan cost-control process that requires doctors and
other healthcare professionals to get clearance in advance from a health plan
before performing a particular procedure on a patient in order to be eligible
for payment coverage. For health insurance companies, approving PA requests for
patients in the medical domain is a time-consuming and challenging task. One of
those key challenges is validating if a request matches up to certain criteria
such as age, gender, etc. In this work, we evaluate whether GPT can validate
numerous key factors, in turn helping health plans reach a decision drastically
faster. We frame it as a question answering task, prompting GPT to answer a
question from patient electronic health record. We experiment with different
conventional prompting techniques as well as introduce our own novel prompting
technique. Moreover, we report qualitative assessment by humans on the natural
language generation outputs from our approach. Results show that our method
achieves superior performance with the mean weighted F1 score of 0.61 as
compared to its standard counterparts.
",2024-02-28 15:39:53+00:00,cs.CL
Neuromorphic Event-Driven Semantic Communication in Microgrids,"  Synergies between advanced communications, computing and artificial
intelligence are unraveling new directions of coordinated operation and
resiliency in microgrids. On one hand, coordination among sources is
facilitated by distributed, privacy-minded processing at multiple locations,
whereas on the other hand, it also creates exogenous data arrival paths for
adversaries that can lead to cyber-physical attacks amongst other reliability
issues in the communication layer. This long-standing problem necessitates new
intrinsic ways of exchanging information between converters through power lines
to optimize the system's control performance. Going beyond the existing power
and data co-transfer technologies that are limited by efficiency and
scalability concerns, this paper proposes neuromorphic learning to implant
communicative features using spiking neural networks (SNNs) at each node, which
is trained collaboratively in an online manner simply using the power exchanges
between the nodes. As opposed to the conventional neuromorphic sensors that
operate with spiking signals, we employ an event-driven selective process to
collect sparse data for training of SNNs. Finally, its multi-fold effectiveness
and reliable performance is validated under simulation conditions with
different microgrid topologies and components to establish a new direction in
the sense-actuate-compute cycle for power electronic dominated grids and
microgrids.
",2024-02-28 15:11:02+00:00,cs.ET
"Self-Supervised Learning with Generative Adversarial Networks for
  Electron Microscopy","  In this work, we explore the potential of self-supervised learning with
Generative Adversarial Networks (GANs) for electron microscopy datasets. We
show how self-supervised pretraining facilitates efficient fine-tuning for a
spectrum of downstream tasks, including semantic segmentation, denoising, noise
\& background removal, and super-resolution. Experimentation with varying model
complexities and receptive field sizes reveals the remarkable phenomenon that
fine-tuned models of lower complexity consistently outperform more complex
models with random weight initialization. We demonstrate the versatility of
self-supervised pretraining across various downstream tasks in the context of
electron microscopy, allowing faster convergence and better performance. We
conclude that self-supervised pretraining serves as a powerful catalyst, being
especially advantageous when limited annotated data are available and efficient
scaling of computational cost is important.
",2024-02-28 12:25:01+00:00,cs.CV
"Data augmentation method for modeling health records with applications
  to clopidogrel treatment failure detection","  We present a novel data augmentation method to address the challenge of data
scarcity in modeling longitudinal patterns in Electronic Health Records (EHR)
of patients using natural language processing (NLP) algorithms. The proposed
method generates augmented data by rearranging the orders of medical records
within a visit where the order of elements are not obvious, if any. Applying
the proposed method to the clopidogrel treatment failure detection task enabled
up to 5.3% absolute improvement in terms of ROC-AUC (from 0.908 without
augmentation to 0.961 with augmentation) when it was used during the
pre-training procedure. It was also shown that the augmentation helped to
improve performance during fine-tuning procedures, especially when the amount
of labeled training data is limited.
",2024-02-28 04:47:32+00:00,cs.LG
Research on the evolution of smart meter technology,"  Smart meter is not only a device used to measure the amount of electricity,
but also a core component of the smart grid, realizing the efficient
monitoring, prediction and management of power use. With an insight into the
evolution of smart meter technology, I realized that this change didn't happen
overnight. It has undergone a long journey from the initial mechanical
electricity meters to the electronic electricity meters, and now to the highly
intelligent electricity meters. Technological breakthroughs at each stage have
laid the foundation for the final form of smart meters. In the era of
mechanical watt-hour meters, the measurement of electric energy mainly depends
on the rotation and counting of mechanical structures. The accuracy and
stability of this method are affected by mechanical wear, environmental
interference and other factors, and it is difficult to meet the increasing
demand for power management. With the rapid development of electronic
technology, the electronic electricity meter came into being. It uses
electronic technology to sample and process the current and voltage, which
greatly improves the accuracy and stability of the measurement. At the same
time, the electronic electricity meter also has the function of remote meter
reading and data processing, which has brought great convenience to the power
management. However, there still have some limitations, such as the complexity
of data processing and the limitation of communication capacity. It is these
challenges that drive the creation of smart power meters. smart meters combine
advanced technologies such as the Internet of Things, big data and cloud
computing to realize the real-time monitoring, analysis and prediction of the
use of power.
",2024-02-28 02:49:49+00:00,cs.OH
"Collaborative learning of common latent representations in routinely
  collected multivariate ICU physiological signals","  In Intensive Care Units (ICU), the abundance of multivariate time series
presents an opportunity for machine learning (ML) to enhance patient
phenotyping. In contrast to previous research focused on electronic health
records (EHR), here we propose an ML approach for phenotyping using routinely
collected physiological time series data. Our new algorithm integrates Long
Short-Term Memory (LSTM) networks with collaborative filtering concepts to
identify common physiological states across patients. Tested on real-world ICU
clinical data for intracranial hypertension (IH) detection in patients with
brain injury, our method achieved an area under the curve (AUC) of 0.889 and
average precision (AP) of 0.725. Moreover, our algorithm outperforms
autoencoders in learning more structured latent representations of the
physiological signals. These findings highlight the promise of our methodology
for patient phenotyping, leveraging routinely collected multivariate time
series to improve clinical care practices.
",2024-02-27 22:10:51+00:00,cs.LG
"Reducing Unnecessary Alerts in Pedestrian Protection Systems Based on
  P2V Communications","  There are different proposals in the literature on how to protect pedestrians
using warning systems to alert drivers of their presence. They can be based on
onboard perception systems or wireless communications. The evaluation of these
systems has been focused on testing their ability to detect pedestrians. A
problem that has received much less attention is the possibility of generating
too many alerts in the warning systems. In this paper, we propose and analyze
four different algorithms to take the decision on generating alerts in a
warning system that is based on direct wireless communications between vehicles
and pedestrians. With the algorithms, we explore different strategies to reduce
unnecessary alerts. The feasibility of the implementation of the algorithms was
evaluated with a deployment using real equipment, and tests were carried out to
verify their behavior in real scenarios. The ability of each algorithm to
reduce unnecessary alerts was evaluated with realistic simulations in an urban
scenario, using a traffic simulator with vehicular and pedestrian flows. The
results show the importance of tackling the problem of driver overload in
warning systems, and that it is not straightforward to predict the load of
alerts generated by an algorithm in a large-scale deployment, in which there
are multiple interactions between vehicles and pedestrians.
",2024-02-27 18:55:50+00:00,cs.NI
